Event #,Date and Time,Visitor,Home,Market,Odds,Prop,Win%,Edge,Unnamed: 9
,Jan 06 At 20:00,Evan Mobley,points,BASKETBALL - NBA - TTL POINTS,1.95,21.5,0.6351023243387657,0.2384495324605931,Over
444.0,Jan 06 At 21:30,Lindenwood,SIU-Edwardsville,BASKETBALL - NCAA WINNING MARGIN,4.45,0.0,0.2610862996928616,0.161834033633234,V 10+ edge
463.0,Jan 06 At 21:00,Julius Randle,points,BASKETBALL - NBA - TTL POINTS,1.8,21.5,0.6361408375566818,0.1450535076020274,Under
464.0,Jan 06 At 21:00,LeBron James,points,BASKETBALL - NBA - TTL POINTS,1.95,24.5,0.5821408375566818,0.1351746332355295,Over
478.0,Jan 06 At 21:00,LeBron James,Assists,BASKETBALL - NBA - TTL ASSISTS,2.05,6.5,0.5523255813953489,0.1322674418604652,Over
492.0,Jan 07 At 00:00,Maxime Raynaud,Rebounds,BASKETBALL - NBA - TTL REBOUNDS,1.9,8.5,0.5841121495327103,0.1098130841121494,Under
318.0,Jan 06 At 23:00,Fraser Minten,Goals,HKY - GOAL SCORERS,5.5,0.5,0.2010309278350515,0.1056701030927831,Over
432.0,Jan 06 At 20:00,Duke,Louisville,BASKETBALL - NCAA WINNING MARGIN,4.45,0.0,0.2482522304535705,0.1047224255183887,V 10+ edge
465.0,Jan 06 At 21:00,Luka Doncic,points,BASKETBALL - NBA - TTL POINTS,1.9,33.5,0.5771979776476849,0.09667615753060121,Under
483.0,Jan 06 At 20:00,Evan Mobley,Rebounds,BASKETBALL - NBA - TTL REBOUNDS,1.85,9.5,0.5906919862016089,0.0927801744729766,Under
391.0,Jan 06 At 21:30,Lindenwood,SIU-Edwardsville,BASKETBALL - NCAA,1.5,0.0,0.605,0.08899999999999997,V Spr Edge
466.0,Jan 06 At 21:00,Norman Powell,points,BASKETBALL - NBA - TTL POINTS,1.9,23.5,0.5722413793103449,0.08725862068965529,Over
477.0,Jan 06 At 21:00,Julius Randle,Assists,BASKETBALL - NBA - TTL ASSISTS,1.95,5.5,0.548489666136725,0.06955484896661379,Over
395.0,Jan 06 At 22:00,Texas A&M,Auburn,BASKETBALL - NCAA,164.5,0.0,0.5525,0.04974999999999996,TTl un Edge
391.0,Jan 06 At 21:30,Lindenwood,SIU-Edwardsville,BASKETBALL - NCAA,2.8,0.0,0.3744841652766799,0.04855566277470369,V Edge
487.0,Jan 06 At 21:00,Deandre Ayton,Rebounds,BASKETBALL - NBA - TTL REBOUNDS,2.05,8.5,0.5101549973276323,0.04581774452164611,Under
370.0,Jan 06 At 23:00,Zach Werenski,Total Shots,HKY - TTL SHOTS,2.1,3.5,0.4979941160738165,0.04578764375501465,Over
378.0,Jan 06 At 20:00,Duke,Louisville,BASKETBALL - NCAA,1.5,0.0,0.5875,0.04574999999999996,V Spr Edge
311.0,Jan 06 At 20:00,Brayden Point,Goals,HKY - GOAL SCORERS,3.05,0.5,0.3424855491329479,0.04458092485549114,Over
319.0,Jan 06 At 23:00,Zach Werenski,Goals,HKY - GOAL SCORERS,4.25,0.5,0.2453951277480689,0.04292929292929282,Over
313.0,Jan 06 At 20:00,Jake DeBrusk,Goals,HKY - GOAL SCORERS,3.45,0.5,0.3016445145302996,0.04067357512953373,Over
314.0,Jan 06 At 20:30,Bobby McMann,Goals,HKY - GOAL SCORERS,4.5,0.5,0.2307692307692308,0.03846153846153855,Over
314.0,Jan 06 At 20:30,Mackie Samoskevich,Goals,HKY - GOAL SCORERS,5.0,0.5,0.207242046053788,0.03621023026893999,Over
283.0,Jan 06 At 20:00,Vancouver,Buffalo,HOCKEY - NHL,6.0,0.0,0.545127282077655,0.03574183594754454,TTl ov edge
461.0,Jan 06 At 21:00,De'Aaron Fox,points,BASKETBALL - NBA - TTL POINTS,1.8,22.5,0.5751023243387657,0.03518418380977839,Over
401.0,Jan 06 At 23:00,UNLV,Wyoming,BASKETBALL - NCAA,154.5,0.0,0.5525,0.03317499999999995,TTl ov edge
289.0,Jan 06 At 23:00,Columbus,San Jose,HOCKEY - NHL,6.5,0.0,0.5192802056555269,0.0281748071979433,TTl ov edge
313.0,Jan 06 At 20:00,Kiefer Sherwood,Goals,HKY - GOAL SCORERS,3.85,0.5,0.2664576802507837,0.02586206896551735,Over
439.0,Jan 06 At 21:00,C Florida,Oklahoma state,BASKETBALL - NCAA WINNING MARGIN,3.4,0.0,0.3015317875469662,0.02520807765968502,H 1-10 edge
285.0,Jan 06 At 20:30,New Jersey,New York Is,HOCKEY - NHL,5.0,0.0,0.6349206349206349,0.02222222222222214,TTl ov edge
321.0,Jan 06 At 20:00,Cleveland,Indiana,BASKETBALL - NBA,235.5,0.0,0.535,0.01649999999999996,TTl un Edge
287.0,Jan 06 At 22:00,Nashville,Edmonton,HOCKEY - NHL,6.0,0.0,0.5900075320110469,0.01481295505900082,TTl ov edge
433.0,Jan 06 At 20:00,E Michigan,Ball state,BASKETBALL - NCAA WINNING MARGIN,3.7,0.0,0.2742531177500735,0.01473653567527222,H 1-10 edge
379.0,Jan 06 At 20:00,E Michigan,Ball state,BASKETBALL - NCAA,2.6,0.0,0.3897387524442028,0.01332075635492713,H edge
491.0,Jan 07 At 00:00,Anthony Davis,Rebounds,BASKETBALL - NBA - TTL REBOUNDS,1.9,11.5,0.533049040511727,0.01279317697228111,Over
490.0,Jan 06 At 21:00,Victor Wembanyama,Rebounds,BASKETBALL - NBA - TTL REBOUNDS,1.65,9.5,0.6114495044836501,0.008891682398022516,Over
378.0,Jan 06 At 20:00,Duke,Louisville,BASKETBALL - NCAA,2.8,0.0,0.3594235667820087,0.006385986989624337,V Edge
384.0,Jan 06 At 20:00,Syracuse,Georgia Tech,BASKETBALL - NCAA,147.5,0.0,0.535,0.0004500000000000615,TTl ov edge
378.0,Jan 06 At 20:00,Duke,Louisville,BASKETBALL - NCAA,161.5,0.0,0.535,0.0004500000000000615,TTl un Edge
381.0,Jan 06 At 20:00,Michigan,Penn state,BASKETBALL - NCAA,166.5,0.0,0.535,0.0004500000000000615,TTl un Edge
391.0,Jan 06 At 21:30,Lindenwood,SIU-Edwardsville,BASKETBALL - NCAA,143.5,0.0,0.535,0.0004500000000000615,TTl un Edge
396.0,Jan 06 At 22:00,Texas Tech,Houston,BASKETBALL - NCAA,142.5,0.0,0.535,0.0004500000000000615,TTl un Edge
397.0,Jan 06 At 22:00,Texas,Tennessee,BASKETBALL - NCAA,150.5,0.0,0.535,0.0004500000000000615,TTl un Edge
280.0,Jan 06 At 20:00,Anaheim,Philadelphia,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
281.0,Jan 06 At 20:00,Colorado,Tampa Bay,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
282.0,Jan 06 At 20:00,Dallas,Carolina,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
283.0,Jan 06 At 20:00,Vancouver,Buffalo,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
284.0,Jan 06 At 20:30,Florida,Toronto,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
285.0,Jan 06 At 20:30,New Jersey,New York Is,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
286.0,Jan 06 At 21:00,Vegas,Winnipeg,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
287.0,Jan 06 At 22:00,Nashville,Edmonton,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
288.0,Jan 06 At 23:00,Boston,Seattle,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
289.0,Jan 06 At 23:00,Columbus,San Jose,HOCKEY - NHL,0.0,0.0,0.0,0.0,V 10+ edge
290.0,Jan 06 At 20:00,Anaheim,Philadelphia,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
291.0,Jan 06 At 20:00,Colorado,Tampa Bay,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
292.0,Jan 06 At 20:00,Dallas,Carolina,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
293.0,Jan 06 At 20:00,Vancouver,Buffalo,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
294.0,Jan 06 At 20:30,Florida,Toronto,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
295.0,Jan 06 At 20:30,New Jersey,New York Is,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
296.0,Jan 06 At 21:00,Vegas,Winnipeg,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
297.0,Jan 06 At 22:00,Nashville,Edmonton,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
298.0,Jan 06 At 23:00,Boston,Seattle,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
299.0,Jan 06 At 23:00,Columbus,San Jose,HOCKEY - NHL H2H,0.0,0.0,0.0,0.0,V 10+ edge
300.0,Jan 06 At 20:00,Anaheim,Philadelphia,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
301.0,Jan 06 At 20:00,Colorado,Tampa Bay,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
302.0,Jan 06 At 20:00,Dallas,Carolina,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
303.0,Jan 06 At 20:00,Vancouver,Buffalo,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
304.0,Jan 06 At 20:30,Florida,Toronto,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
305.0,Jan 06 At 20:30,New Jersey,New York Is,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
306.0,Jan 06 At 21:00,Vegas,Winnipeg,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
307.0,Jan 06 At 22:00,Nashville,Edmonton,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
308.0,Jan 06 At 23:00,Boston,Seattle,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
309.0,Jan 06 At 23:00,Columbus,San Jose,HOCKEY - NHL WINNING MARGIN,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Cutter Gauthier,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Chris Kreider,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Troy Terry,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Leo Carlsson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Mason McTavish,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Beckett Sennecke,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Alex Killorn,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Mikael Granlund,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Jackson Lacombe,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Travis Konecny,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Trevor Zegras,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Owen Tippett,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Noah Cates,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Bobby Brink,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Sean Couturier,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Christian Dvorak,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Travis Sanheim,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
310.0,Jan 06 At 20:00,Jamie Drysdale,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Nathan MacKinnon,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Va. Nichushkin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Martin Necas,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Artturi Lehkonen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Brock Nelson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Cale Makar,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Victor Olofsson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Ross Colton,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Brent Burns,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Nikita Kucherov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Jake Guentzel,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Brayden Point,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Brandon Hagel,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Anthony Cirelli,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Oliver Bjorkstrand,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Nicholas Paul,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Yanni Gourde,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
311.0,Jan 06 At 20:00,Darren Raddysh,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Jason Robertson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Wyatt Johnston,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Mikko Rantanen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Roope Hintz,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Matt Duchene,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Miro Heiskanen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Sam Steel,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Mavrik Bourque,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Thomas Harley,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Nikolaj Ehlers,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Sebastian Aho - CAR,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Andrei Svechnikov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Logan Stankoven,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Jackson Blake,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Taylor Hall,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Alexander Nikishin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Jordan Staal,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
312.0,Jan 06 At 20:00,Sh. Gostisbehere,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Jake DeBrusk,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Brock Boeser,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Elias Pettersson - F,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Evander Kane,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Kiefer Sherwood,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Zeev Buium,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Filip Hronek,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Liam Ohgren,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Tage Thompson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Josh Norris,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Alex Tuch,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Josh Doan,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Jason Zucker,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Jack Quinn,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Zach Benson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Rasmus Dahlin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Ryan McLeod,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
313.0,Jan 06 At 20:00,Bowen Byram,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Sam Reinhart,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Sam Bennett,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Carter Verhaeghe,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Brad Marchand,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Anton Lundell,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Mackie Samoskevich,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Evan Rodrigues,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Eetu Luostarinen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Aaron Ekblad,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Jesper Boqvist,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Auston Matthews,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,John Tavares,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Matthew Knies,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Bobby McMann,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Easton Cowan,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Max Domi,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Nicolas Roy,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Nicholas Robertson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Morgan Rielly,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
314.0,Jan 06 At 20:30,Ol. Ekman-Larsson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Jack Hughes,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Timo Meier,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Nico Hischier,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Jesper Bratt,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Dawson Mercer,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Arseny Gritsyuk,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Stefan Noesen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Connor Brown,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Dougie Hamilton,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Luke Hughes,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Mathew Barzal,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Anders Lee,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Emil Heineman,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Jonathan Drouin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,J.G. Pageau,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Maxim Shabanov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Anthony Duclair,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
315.0,Jan 06 At 20:30,Matthew Schaefer,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Jack Eichel,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Pavel Dorofeyev,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Mark Stone,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Tomas Hertl,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Mitch Marner,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Ivan Barbashev,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
316.0,Jan 06 At 21:00,Brett Howden,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 10+ edge
